TicketID,CreatedAt,ClosedAt,Priority,Type,Status,Region,Channel,SLA_Target_Hours,Resolution_Hours,SLA_Met
2938,2024-01-01,2024-01-02 09:00:00,Low,Request,Resolved,Andina,Ecommerce,72,33.0,1
2939,2025-05-14,2025-05-16 23:00:00,Medium,Request,Resolved,Caribe,Ecommerce,48,71.0,0
2940,2024-09-13,2024-09-15 21:00:00,Low,Incident,Closed,Pacífico,Partners,72,69.0,1
2941,2025-04-10,2025-04-11 12:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,36.0,1
2942,2024-03-07,2024-03-12 15:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,135.0,0
2943,2024-04-28,2024-05-04 20:00:00,Critical,Incident,Resolved,Andina,Partners,24,164.0,0
2944,2025-09-16,2025-09-23 01:00:00,Low,Request,Closed,Andina,Partners,72,169.0,0
2945,2024-10-08,2024-10-15 08:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,176.0,0
2946,2024-01-09,2024-01-12 06:00:00,Medium,Incident,Closed,Pacífico,Retail,48,78.0,0
2947,2025-05-01,2025-05-05 22:00:00,Low,Request,Resolved,Orinoquía,Retail,72,118.0,0
2948,2025-01-26,2025-01-30 05:00:00,Low,Request,Resolved,Caribe,Retail,72,101.0,0
2949,2024-01-10,2024-01-17 15:00:00,Low,Request,Resolved,Orinoquía,Retail,72,183.0,0
2950,2024-05-18,2024-05-21 15:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,87.0,0
2951,2025-07-07,2025-07-10 12:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,84.0,0
2952,2024-10-15,2024-10-23 01:00:00,Medium,Request,Resolved,Andina,Retail,48,193.0,0
2953,2024-05-28,2024-05-30 17:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,65.0,1
2954,2025-05-23,2025-05-30 00:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,168.0,0
2955,2024-04-08,2024-04-15 08:00:00,Medium,Request,Resolved,Pacífico,Partners,48,176.0,0
2956,2025-08-05,2025-08-08 05:00:00,Medium,Change,Resolved,Andina,Partners,48,77.0,0
2957,2024-02-17,2024-02-23 06:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,150.0,0
2958,2025-06-14,2025-06-22 05:00:00,Low,Request,Closed,Andina,Retail,72,197.0,0
2959,2024-11-30,2024-12-06 15:00:00,Medium,Incident,Resolved,Caribe,Partners,48,159.0,0
2960,2025-06-07,2025-06-07 09:00:00,Medium,Change,Resolved,Andina,Retail,48,9.0,1
2961,2024-07-06,2024-07-06 20:00:00,Low,Incident,Resolved,Pacífico,Retail,72,20.0,1
2962,2024-12-09,2024-12-12 18:00:00,High,Incident,In Progress,Orinoquía,Retail,24,90.0,0
2963,2025-08-03,2025-08-07 09:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,105.0,0
2964,2024-09-30,2024-09-30 08:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,8.0,1
2965,2024-05-21,2024-05-29 04:00:00,High,Incident,Closed,Caribe,Retail,24,196.0,0
2966,2024-12-15,2024-12-22 11:00:00,Low,Incident,In Progress,Orinoquía,Retail,72,179.0,0
2967,2025-04-12,2025-04-20 05:00:00,Medium,Request,Resolved,Andina,Partners,48,197.0,0
2968,2024-01-02,2024-01-08 12:00:00,Low,Incident,Closed,Caribe,Partners,72,156.0,0
2969,2025-08-15,2025-08-19 09:00:00,Medium,Change,Resolved,Orinoquía,Ecommerce,48,105.0,0
2970,2024-04-27,2024-05-05 02:00:00,High,Request,Closed,Amazonía,Partners,24,194.0,0
2971,2024-08-10,2024-08-10 15:00:00,Low,Request,Resolved,Andina,Retail,72,15.0,1
2972,2025-09-12,2025-09-14 15:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,63.0,1
2973,2024-02-22,2024-02-28 11:00:00,High,Request,In Progress,Pacífico,Partners,24,155.0,0
2974,2024-04-27,2024-04-29 09:00:00,Critical,Incident,Resolved,Andina,Partners,24,57.0,0
2975,2024-10-16,2024-10-17 14:00:00,Critical,Incident,Resolved,Andina,Retail,24,38.0,0
2976,2025-01-15,2025-01-22 15:00:00,Medium,Request,In Progress,Andina,Retail,48,183.0,0
2977,2024-04-06,2024-04-13 00:00:00,Medium,Incident,Resolved,Pacífico,Partners,48,168.0,0
2978,2025-01-12,2025-01-12 19:00:00,Medium,Request,Closed,Caribe,Ecommerce,48,19.0,1
2979,2024-11-08,2024-11-11 22:00:00,Low,Request,Resolved,Andina,Ecommerce,72,94.0,0
2980,2024-08-02,2024-08-06 14:00:00,Low,Incident,In Progress,Orinoquía,Retail,72,110.0,0
2981,2024-10-08,2024-10-15 08:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,176.0,0
2982,2024-01-08,2024-01-14 22:00:00,High,Incident,In Progress,Caribe,Partners,24,166.0,0
2983,2024-06-01,2024-06-01 19:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,19.0,1
2984,2024-07-03,2024-07-10 13:00:00,Low,Change,Resolved,Amazonía,Retail,72,181.0,0
2985,2024-05-18,2024-05-18 12:00:00,Low,Incident,Resolved,Amazonía,Retail,72,12.0,1
2986,2024-05-17,2024-05-23 03:00:00,Medium,Incident,Resolved,Andina,Retail,48,147.0,0
2987,2025-01-25,2025-01-29 23:00:00,Medium,Request,In Progress,Amazonía,Retail,48,119.0,0
2988,2024-06-10,2024-06-14 19:00:00,Low,Incident,Closed,Caribe,Partners,72,115.0,0
2989,2024-12-30,2024-12-30 14:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,14.0,1
2990,2024-04-09,2024-04-09 05:00:00,Low,Request,Open,Amazonía,Ecommerce,72,5.0,1
2991,2024-02-21,2024-02-28 22:00:00,Low,Request,Resolved,Amazonía,Retail,72,190.0,0
2992,2024-06-15,2024-06-16 05:00:00,Low,Change,Open,Caribe,Partners,72,29.0,1
2993,2025-07-23,2025-07-24 06:00:00,High,Request,Closed,Caribe,Ecommerce,24,30.0,0
2994,2025-09-29,2025-10-05 01:00:00,Low,Incident,Closed,Amazonía,Partners,72,145.0,0
2995,2024-12-08,2024-12-14 22:00:00,Medium,Change,Resolved,Amazonía,Retail,48,166.0,0
2996,2024-08-28,2024-09-02 19:00:00,Medium,Incident,Open,Orinoquía,Ecommerce,48,139.0,0
2997,2024-01-23,2024-01-30 03:00:00,High,Incident,In Progress,Amazonía,Retail,24,171.0,0
2998,2024-06-01,2024-06-07 00:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,144.0,0
2999,2024-02-22,2024-02-25 01:00:00,High,Incident,Resolved,Orinoquía,Partners,24,73.0,0
3000,2025-07-05,2025-07-05 01:00:00,High,Request,Closed,Orinoquía,Partners,24,1.0,1
3001,2024-05-19,2024-05-22 05:00:00,Low,Request,Open,Orinoquía,Partners,72,77.0,0
3002,2024-01-11,2024-01-11 12:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,12.0,1
3003,2024-09-28,2024-10-05 19:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,187.0,0
3004,2024-05-20,2024-05-21 05:00:00,Critical,Incident,Resolved,Pacífico,Partners,24,29.0,0
3005,2024-01-16,2024-01-16 04:00:00,High,Incident,Closed,Amazonía,Retail,24,4.0,1
3006,2024-04-04,2024-04-12 06:00:00,Low,Incident,Closed,Andina,Retail,72,198.0,0
3007,2024-01-02,2024-01-04 14:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,62.0,1
3008,2024-04-12,2024-04-18 15:00:00,Critical,Request,Resolved,Orinoquía,Retail,24,159.0,0
3009,2024-10-20,2024-10-27 14:00:00,Low,Request,Resolved,Pacífico,Retail,72,182.0,0
3010,2025-09-06,2025-09-12 17:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,161.0,0
3011,2024-01-01,2024-01-05 12:00:00,Medium,Change,Resolved,Pacífico,Ecommerce,48,108.0,0
3012,2024-02-18,2024-02-23 14:00:00,Low,Incident,Resolved,Caribe,Retail,72,134.0,0
3013,2025-04-21,2025-04-27 08:00:00,Low,Incident,In Progress,Pacífico,Ecommerce,72,152.0,0
3014,2025-07-08,2025-07-09 22:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,46.0,1
3015,2024-10-26,2024-10-28 18:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,66.0,1
3016,2025-03-25,2025-04-01 02:00:00,Low,Incident,Resolved,Amazonía,Partners,72,170.0,0
3017,2024-05-09,2024-05-09 18:00:00,Low,Change,Resolved,Amazonía,Ecommerce,72,18.0,1
3018,2025-06-22,2025-06-26 16:00:00,High,Incident,Resolved,Pacífico,Ecommerce,24,112.0,0
3019,2025-01-01,2025-01-07 12:00:00,Low,Request,Closed,Pacífico,Partners,72,156.0,0
3020,2024-05-13,2024-05-17 08:00:00,Low,Incident,Closed,Orinoquía,Partners,72,104.0,0
3021,2024-06-04,2024-06-09 04:00:00,Low,Incident,Closed,Caribe,Retail,72,124.0,0
3022,2025-09-12,2025-09-14 11:00:00,Medium,Incident,Closed,Amazonía,Retail,48,59.0,0
3023,2025-06-29,2025-07-05 05:00:00,High,Incident,In Progress,Amazonía,Retail,24,149.0,0
3024,2025-04-23,2025-04-23 05:00:00,High,Incident,In Progress,Pacífico,Retail,24,5.0,1
3025,2025-04-17,2025-04-24 19:00:00,Medium,Incident,Closed,Amazonía,Ecommerce,48,187.0,0
3026,2025-05-12,2025-05-12 20:00:00,Critical,Incident,Resolved,Caribe,Ecommerce,24,20.0,1
3027,2025-01-12,2025-01-19 15:00:00,Medium,Incident,Closed,Amazonía,Partners,48,183.0,0
3028,2024-07-29,2024-08-02 18:00:00,Critical,Incident,Closed,Andina,Retail,24,114.0,0
3029,2024-11-04,2024-11-08 04:00:00,High,Request,Open,Caribe,Partners,24,100.0,0
3030,2024-11-07,2024-11-14 20:00:00,Low,Change,Closed,Pacífico,Retail,72,188.0,0
3031,2025-08-23,2025-08-23 16:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,16.0,1
3032,2024-11-17,2024-11-24 04:00:00,Low,Incident,In Progress,Pacífico,Retail,72,172.0,0
3033,2025-08-19,2025-08-24 07:00:00,Low,Incident,Open,Caribe,Retail,72,127.0,0
3034,2024-02-08,2024-02-11 00:00:00,Medium,Incident,Resolved,Caribe,Partners,48,72.0,0
3035,2025-07-22,2025-07-29 10:00:00,Low,Incident,Open,Orinoquía,Ecommerce,72,178.0,0
3036,2025-06-26,2025-07-02 18:00:00,Low,Request,Resolved,Amazonía,Retail,72,162.0,0
3037,2024-04-23,2024-04-24 19:00:00,Low,Request,Closed,Andina,Retail,72,43.0,1
3038,2024-03-30,2024-03-30 21:00:00,Low,Incident,Resolved,Pacífico,Partners,72,21.0,1
3039,2025-08-17,2025-08-21 12:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,108.0,0
3040,2025-01-15,2025-01-18 01:00:00,Medium,Request,Resolved,Andina,Ecommerce,48,73.0,0
3041,2024-02-01,2024-02-02 00:00:00,Low,Request,Resolved,Andina,Ecommerce,72,24.0,1
3042,2024-09-18,2024-09-18 03:00:00,Low,Change,Resolved,Andina,Partners,72,3.0,1
3043,2024-02-03,2024-02-08 02:00:00,Low,Incident,Resolved,Andina,Partners,72,122.0,0
3044,2025-07-29,2025-08-01 09:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,81.0,0
3045,2024-05-18,2024-05-20 23:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,71.0,0
3046,2024-01-11,2024-01-12 08:00:00,Critical,Request,Closed,Amazonía,Retail,24,32.0,0
3047,2025-02-25,2025-02-25 20:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,20.0,1
3048,2024-09-22,2024-09-25 07:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,79.0,0
3049,2024-04-08,2024-04-11 20:00:00,Low,Request,Resolved,Caribe,Partners,72,92.0,0
3050,2024-10-19,2024-10-19 16:00:00,Medium,Incident,Resolved,Pacífico,Ecommerce,48,16.0,1
3051,2024-03-25,2024-03-26 00:00:00,Medium,Incident,Closed,Andina,Retail,48,24.0,1
3052,2025-07-03,2025-07-03 06:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,6.0,1
3053,2025-08-02,2025-08-07 01:00:00,Low,Request,Resolved,Amazonía,Partners,72,121.0,0
3054,2025-09-02,2025-09-09 14:00:00,Low,Incident,Resolved,Pacífico,Retail,72,182.0,0
3055,2025-03-08,2025-03-09 11:00:00,High,Incident,Open,Pacífico,Ecommerce,24,35.0,0
3056,2025-02-09,2025-02-11 15:00:00,Medium,Request,In Progress,Amazonía,Retail,48,63.0,0
3057,2024-12-02,2024-12-03 06:00:00,High,Incident,Resolved,Orinoquía,Retail,24,30.0,0
3058,2024-10-13,2024-10-16 12:00:00,Low,Change,In Progress,Pacífico,Ecommerce,72,84.0,0
3059,2024-05-17,2024-05-24 09:00:00,High,Incident,Closed,Amazonía,Partners,24,177.0,0
3060,2025-03-06,2025-03-07 01:00:00,Low,Request,Closed,Andina,Ecommerce,72,25.0,1
3061,2024-09-29,2024-10-05 14:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,158.0,0
3062,2025-09-22,2025-09-28 05:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,149.0,0
3063,2024-01-24,2024-01-28 00:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,96.0,0
3064,2024-05-14,2024-05-17 07:00:00,Medium,Request,In Progress,Pacífico,Ecommerce,48,79.0,0
3065,2025-05-25,2025-05-28 06:00:00,High,Request,Closed,Andina,Ecommerce,24,78.0,0
3066,2024-12-02,2024-12-02 03:00:00,High,Incident,Closed,Andina,Partners,24,3.0,1
3067,2024-09-03,2024-09-06 21:00:00,Low,Request,Resolved,Pacífico,Partners,72,93.0,0
3068,2024-10-29,2024-11-02 01:00:00,Low,Change,In Progress,Caribe,Ecommerce,72,97.0,0
3069,2024-09-06,2024-09-08 07:00:00,Medium,Incident,In Progress,Andina,Ecommerce,48,55.0,0
3070,2024-04-07,2024-04-11 15:00:00,Medium,Change,Closed,Amazonía,Ecommerce,48,111.0,0
3071,2025-04-24,2025-04-24 15:00:00,Low,Incident,Closed,Amazonía,Partners,72,15.0,1
3072,2024-05-13,2024-05-16 05:00:00,Medium,Request,Resolved,Andina,Retail,48,77.0,0
3073,2024-05-26,2024-05-31 17:00:00,Low,Request,Resolved,Amazonía,Partners,72,137.0,0
3074,2024-08-08,2024-08-14 08:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,152.0,0
3075,2025-08-31,2025-08-31 05:00:00,Low,Change,Resolved,Andina,Ecommerce,72,5.0,1
3076,2024-10-20,2024-10-21 08:00:00,Low,Incident,Closed,Amazonía,Partners,72,32.0,1
3077,2025-04-03,2025-04-07 04:00:00,Low,Request,Closed,Pacífico,Retail,72,100.0,0
3078,2024-08-16,2024-08-17 20:00:00,Medium,Change,Open,Andina,Ecommerce,48,44.0,1
3079,2024-02-05,2024-02-08 20:00:00,Medium,Request,Resolved,Orinoquía,Partners,48,92.0,0
3080,2024-12-13,2024-12-17 03:00:00,Low,Incident,Resolved,Caribe,Retail,72,99.0,0
3081,2024-06-16,2024-06-17 02:00:00,Medium,Request,Resolved,Pacífico,Retail,48,26.0,1
3082,2024-06-06,2024-06-10 08:00:00,High,Incident,Closed,Pacífico,Retail,24,104.0,0
3083,2025-09-28,2025-10-03 01:00:00,Low,Incident,Resolved,Pacífico,Ecommerce,72,121.0,0
3084,2024-04-15,2024-04-15 01:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,1.0,1
3085,2024-11-23,2024-11-27 08:00:00,Low,Incident,Open,Orinoquía,Ecommerce,72,104.0,0
3086,2024-05-14,2024-05-14 06:00:00,High,Change,Closed,Caribe,Retail,24,6.0,1
3087,2025-08-09,2025-08-16 04:00:00,Medium,Incident,Closed,Amazonía,Ecommerce,48,172.0,0
3088,2024-06-14,2024-06-16 08:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,56.0,0
3089,2024-02-16,2024-02-17 16:00:00,High,Incident,Resolved,Amazonía,Retail,24,40.0,0
3090,2024-07-04,2024-07-06 13:00:00,Low,Request,Closed,Amazonía,Partners,72,61.0,1
3091,2025-01-02,2025-01-04 15:00:00,Medium,Incident,Open,Amazonía,Partners,48,63.0,0
3092,2024-05-09,2024-05-09 04:00:00,Low,Incident,Closed,Andina,Ecommerce,72,4.0,1
3093,2025-03-15,2025-03-16 15:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,39.0,1
3094,2024-07-16,2024-07-16 08:00:00,Low,Request,Closed,Andina,Retail,72,8.0,1
3095,2025-09-27,2025-10-03 17:00:00,High,Change,Resolved,Andina,Retail,24,161.0,0
3096,2025-07-18,2025-07-18 14:00:00,High,Request,In Progress,Orinoquía,Partners,24,14.0,1
3097,2024-01-07,2024-01-08 01:00:00,Low,Incident,In Progress,Andina,Retail,72,25.0,1
3098,2024-09-10,2024-09-15 22:00:00,Low,Incident,In Progress,Amazonía,Ecommerce,72,142.0,0
3099,2024-04-01,2024-04-07 13:00:00,Low,Incident,Closed,Orinoquía,Partners,72,157.0,0
3100,2024-09-06,2024-09-11 15:00:00,Medium,Incident,Resolved,Orinoquía,Retail,48,135.0,0
3101,2025-05-22,2025-05-27 08:00:00,Medium,Request,Closed,Andina,Ecommerce,48,128.0,0
3102,2024-11-03,2024-11-06 08:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,80.0,0
3103,2025-03-30,2025-03-31 07:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,31.0,1
3104,2024-10-07,2024-10-12 03:00:00,Medium,Incident,Resolved,Caribe,Retail,48,123.0,0
3105,2025-07-18,2025-07-21 17:00:00,Low,Request,Closed,Caribe,Partners,72,89.0,0
3106,2025-07-18,2025-07-24 19:00:00,Medium,Incident,In Progress,Caribe,Ecommerce,48,163.0,0
3107,2024-05-30,2024-05-31 05:00:00,Critical,Incident,Closed,Andina,Ecommerce,24,29.0,0
3108,2025-07-13,2025-07-15 15:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,63.0,0
3109,2025-05-03,2025-05-06 11:00:00,Medium,Incident,Closed,Andina,Partners,48,83.0,0
3110,2024-05-09,2024-05-11 18:00:00,Critical,Change,Resolved,Andina,Retail,24,66.0,0
3111,2024-01-06,2024-01-11 01:00:00,Low,Incident,Closed,Caribe,Partners,72,121.0,0
3112,2024-03-11,2024-03-17 13:00:00,Low,Request,Resolved,Andina,Retail,72,157.0,0
3113,2025-09-29,2025-09-29 20:00:00,Medium,Incident,Closed,Andina,Partners,48,20.0,1
3114,2024-12-10,2024-12-17 23:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,191.0,0
3115,2025-04-28,2025-04-28 09:00:00,Low,Incident,Closed,Pacífico,Partners,72,9.0,1
3116,2024-06-11,2024-06-17 06:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,150.0,0
3117,2024-06-03,2024-06-07 18:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,114.0,0
3118,2024-07-02,2024-07-09 05:00:00,Low,Incident,Closed,Orinoquía,Retail,72,173.0,0
3119,2024-01-12,2024-01-19 15:00:00,Medium,Request,Closed,Orinoquía,Ecommerce,48,183.0,0
3120,2025-01-28,2025-01-31 11:00:00,Low,Request,Closed,Andina,Ecommerce,72,83.0,0
3121,2024-09-29,2024-10-03 02:00:00,High,Incident,Closed,Andina,Partners,24,98.0,0
3122,2024-07-28,2024-08-01 02:00:00,High,Incident,Closed,Orinoquía,Ecommerce,24,98.0,0
3123,2025-06-11,2025-06-14 16:00:00,Low,Request,Resolved,Amazonía,Partners,72,88.0,0
3124,2025-02-25,2025-03-01 07:00:00,Medium,Incident,Closed,Caribe,Partners,48,103.0,0
3125,2024-03-25,2024-03-30 02:00:00,High,Change,Closed,Andina,Ecommerce,24,122.0,0
3126,2024-07-07,2024-07-14 09:00:00,Low,Incident,Open,Pacífico,Ecommerce,72,177.0,0
3127,2025-04-05,2025-04-13 01:00:00,Medium,Incident,Closed,Pacífico,Ecommerce,48,193.0,0
3128,2024-01-30,2024-02-04 00:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,120.0,0
3129,2024-11-20,2024-11-21 06:00:00,Low,Request,Resolved,Amazonía,Partners,72,30.0,1
3130,2024-06-16,2024-06-17 09:00:00,Medium,Incident,In Progress,Caribe,Retail,48,33.0,1
3131,2024-04-21,2024-04-22 04:00:00,Low,Incident,Open,Andina,Ecommerce,72,28.0,1
3132,2024-12-08,2024-12-10 02:00:00,Low,Request,Resolved,Orinoquía,Ecommerce,72,50.0,1
3133,2024-04-26,2024-04-28 05:00:00,Low,Request,Closed,Caribe,Ecommerce,72,53.0,1
3134,2025-06-16,2025-06-21 18:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,138.0,0
3135,2024-09-19,2024-09-20 07:00:00,High,Request,Closed,Orinoquía,Partners,24,31.0,0
3136,2025-01-09,2025-01-16 17:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,185.0,0
3137,2025-04-30,2025-05-02 17:00:00,Low,Change,Resolved,Amazonía,Ecommerce,72,65.0,1
3138,2024-08-18,2024-08-21 13:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,85.0,0
3139,2024-07-16,2024-07-18 12:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,60.0,0
3140,2025-09-13,2025-09-18 22:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,142.0,0
3141,2024-01-08,2024-01-11 22:00:00,High,Incident,Closed,Pacífico,Partners,24,94.0,0
3142,2025-04-01,2025-04-03 16:00:00,Critical,Incident,Resolved,Amazonía,Ecommerce,24,64.0,0
3143,2024-03-30,2024-04-01 08:00:00,Low,Change,Closed,Andina,Ecommerce,72,56.0,1
3144,2024-08-22,2024-08-25 06:00:00,Low,Request,Open,Pacífico,Retail,72,78.0,0
3145,2025-07-15,2025-07-17 00:00:00,Low,Incident,Closed,Andina,Retail,72,48.0,1
3146,2024-01-15,2024-01-19 20:00:00,Low,Request,Resolved,Pacífico,Retail,72,116.0,0
3147,2025-07-24,2025-07-30 23:00:00,Medium,Incident,Resolved,Pacífico,Retail,48,167.0,0
3148,2025-04-29,2025-05-04 12:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,132.0,0
3149,2024-10-26,2024-11-02 03:00:00,Low,Change,Closed,Amazonía,Ecommerce,72,171.0,0
3150,2025-06-19,2025-06-23 10:00:00,High,Request,Open,Orinoquía,Ecommerce,24,106.0,0
3151,2025-03-17,2025-03-22 14:00:00,Medium,Incident,Resolved,Amazonía,Partners,48,134.0,0
3152,2025-01-07,2025-01-12 07:00:00,Low,Incident,Resolved,Caribe,Retail,72,127.0,0
3153,2024-04-24,2024-04-26 23:00:00,Medium,Request,Resolved,Caribe,Retail,48,71.0,0
3154,2024-12-26,2025-01-02 00:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,168.0,0
3155,2024-07-18,2024-07-18 05:00:00,High,Incident,Closed,Caribe,Retail,24,5.0,1
3156,2025-08-04,2025-08-10 05:00:00,Low,Request,In Progress,Andina,Ecommerce,72,149.0,0
3157,2024-01-27,2024-01-28 08:00:00,Low,Change,Closed,Pacífico,Partners,72,32.0,1
3158,2025-06-26,2025-06-30 11:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,107.0,0
3159,2024-05-12,2024-05-17 07:00:00,Low,Change,Resolved,Andina,Partners,72,127.0,0
3160,2024-12-21,2024-12-22 21:00:00,High,Incident,Closed,Amazonía,Retail,24,45.0,0
3161,2025-07-11,2025-07-12 21:00:00,High,Incident,Closed,Caribe,Partners,24,45.0,0
3162,2025-01-22,2025-01-23 00:00:00,Low,Incident,Resolved,Caribe,Retail,72,24.0,1
3163,2024-02-01,2024-02-03 09:00:00,Medium,Request,Closed,Orinoquía,Partners,48,57.0,0
3164,2024-10-12,2024-10-17 03:00:00,High,Request,Resolved,Andina,Partners,24,123.0,0
3165,2025-07-04,2025-07-05 02:00:00,Medium,Incident,Closed,Pacífico,Partners,48,26.0,1
3166,2024-10-15,2024-10-21 03:00:00,High,Request,Resolved,Pacífico,Partners,24,147.0,0
3167,2024-06-09,2024-06-11 18:00:00,Low,Incident,Resolved,Caribe,Partners,72,66.0,1
3168,2025-03-26,2025-04-02 15:00:00,Low,Request,Resolved,Pacífico,Partners,72,183.0,0
3169,2025-04-29,2025-05-04 07:00:00,Medium,Request,Resolved,Andina,Retail,48,127.0,0
3170,2024-11-07,2024-11-09 03:00:00,Low,Request,Closed,Pacífico,Partners,72,51.0,1
3171,2025-06-25,2025-06-25 20:00:00,Medium,Request,Resolved,Amazonía,Retail,48,20.0,1
3172,2024-09-06,2024-09-09 09:00:00,Low,Incident,In Progress,Pacífico,Retail,72,81.0,0
3173,2024-04-16,2024-04-19 06:00:00,Medium,Request,Resolved,Andina,Retail,48,78.0,0
3174,2024-07-16,2024-07-19 11:00:00,Medium,Change,In Progress,Caribe,Partners,48,83.0,0
3175,2024-04-23,2024-04-28 16:00:00,Critical,Incident,Resolved,Caribe,Partners,24,136.0,0
3176,2024-10-03,2024-10-09 10:00:00,High,Incident,In Progress,Andina,Partners,24,154.0,0
3177,2024-09-19,2024-09-25 16:00:00,Medium,Change,Resolved,Amazonía,Retail,48,160.0,0
3178,2024-09-07,2024-09-13 19:00:00,Low,Incident,Closed,Pacífico,Retail,72,163.0,0
3179,2025-02-02,2025-02-03 16:00:00,Critical,Incident,Resolved,Caribe,Retail,24,40.0,0
3180,2024-01-23,2024-01-27 23:00:00,Critical,Request,Resolved,Amazonía,Ecommerce,24,119.0,0
3181,2024-11-12,2024-11-19 02:00:00,High,Request,Resolved,Pacífico,Partners,24,170.0,0
3182,2024-12-08,2024-12-09 12:00:00,Low,Request,Resolved,Amazonía,Ecommerce,72,36.0,1
3183,2024-09-27,2024-09-30 10:00:00,High,Request,Closed,Amazonía,Ecommerce,24,82.0,0
3184,2024-06-26,2024-06-30 05:00:00,High,Request,Closed,Orinoquía,Ecommerce,24,101.0,0
3185,2024-03-22,2024-03-24 15:00:00,Low,Change,Closed,Caribe,Retail,72,63.0,1
3186,2024-10-23,2024-10-25 04:00:00,Low,Request,Closed,Andina,Retail,72,52.0,1
3187,2025-08-23,2025-08-25 17:00:00,Low,Request,Closed,Andina,Retail,72,65.0,1
3188,2024-08-14,2024-08-14 15:00:00,Medium,Incident,Resolved,Pacífico,Retail,48,15.0,1
3189,2025-02-20,2025-02-24 10:00:00,High,Request,In Progress,Pacífico,Ecommerce,24,106.0,0
3190,2025-06-07,2025-06-14 19:00:00,Low,Incident,Resolved,Caribe,Retail,72,187.0,0
3191,2025-08-25,2025-08-31 22:00:00,Low,Incident,Closed,Andina,Partners,72,166.0,0
3192,2024-11-23,2024-11-25 08:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,56.0,1
3193,2025-09-15,2025-09-19 03:00:00,Medium,Incident,Resolved,Andina,Retail,48,99.0,0
3194,2025-02-05,2025-02-10 01:00:00,Low,Request,Closed,Pacífico,Partners,72,121.0,0
3195,2025-09-10,2025-09-13 21:00:00,Low,Change,In Progress,Amazonía,Ecommerce,72,93.0,0
